x,y,z,vx,vy,vz,svx,svy,svz,ox,oy,oz
0.287955,-0.043239,0.495029,0.0969571,-0.0528048,0.433322,-0.689777,0.238463,0.0248556,-0.760002,2.05091,4605.07
0.289079,-0.0438445,0.499739,0.115088,-0.0620098,0.482352,-0.695396,0.24149,0.00130326,-0.811547,2.1586,4550.9
0.290206,-0.0444402,0.504259,0.115402,-0.0610024,0.462769,-0.701031,0.244469,-0.0212929,-0.808321,2.158,4561.15
0.291319,-0.0450632,0.508805,0.113907,-0.0637875,0.465527,-0.706593,0.247584,-0.0440237,-0.829455,2.17537,4544.67
0.292363,-0.0456281,0.513196,0.097254,-0.0525901,0.408769,-0.711816,0.250408,-0.0659791,-0.793767,2.12321,4571.55
0.293392,-0.0462879,0.517457,0.105353,-0.0675644,0.436353,-0.716961,0.253707,-0.0872853,-0.865808,2.19135,4533.75
0.29438,-0.0469084,0.521611,0.101138,-0.0635407,0.425354,-0.721899,0.25681,-0.108055,-0.850595,2.18436,4535.44
0.295342,-0.0475364,0.525678,0.0984924,-0.0643021,0.416473,-0.726708,0.25995,-0.12839,-0.865236,2.19392,4529.47
0.296303,-0.0480526,0.529603,0.089533,-0.0480544,0.365384,-0.731517,0.262531,-0.148015,-0.814229,2.16835,4551.85
0.297301,-0.048715,0.533489,0.10213,-0.0678276,0.397931,-0.736504,0.265843,-0.167446,-0.90619,2.24799,4512.57
0.298235,-0.049311,0.537279,0.0957062,-0.0610313,0.388098,-0.741177,0.268823,-0.186396,-0.877951,2.22948,4515.16
0.299094,-0.0499327,0.54099,0.0879578,-0.0636608,0.379987,-0.745472,0.271931,-0.20495,-0.900563,2.22183,4509.71
0.300019,-0.0505969,0.544595,0.0860651,-0.0618342,0.335638,-0.750095,0.275252,-0.222977,-0.897925,2.22361,4528.7
0.300849,-0.0512398,0.548106,0.0849854,-0.0658287,0.359491,-0.754244,0.278467,-0.24053,-0.927421,2.24786,4497.04
0.301687,-0.0518952,0.551459,0.0858337,-0.0671207,0.34339,-0.758435,0.281744,-0.257297,-0.936583,2.25931,4503.65
0.302567,-0.0525478,0.55477,0.0901062,-0.0668194,0.338965,-0.762835,0.285007,-0.273848,-0.945157,2.28888,4495.74
